Sample_ID,Accession,Continent,Country,Region,Strain,Latitude,Longitude,year_of_collection,Pot.Field,Host,avg_gw_coverage,num_het_pos,var_het_ratio,mating_type,Status_world,Status_ext_eur,Status_recent_ext_eur,excluded_reason,avrpm17_covg_ratio,AvrPm17_variant,avrpm17_cluster,pheno_amigo,pheno_pm3e2,fs_level_1,fs_level_2,fs_level_3,fs_level_4,fs_level_5,fs_level_6,fs_level_7,fs_level_8,fs_level_9,fs_level_10,anc1,anc2,anc3,anc4,anc5,anc6,anc7,anc8,anc9,wind_coord1,wind_coord2,wind_coord3,bio2,bio3,bio4,bio7,bio8,bio16,bio19,hurs_range,rsds_range,vpd_range,clt_mean,clt_range
PLSK092305,ERR13762874,Europe,Poland,Skoloszow,tritici,49.9341297,22.818170696565,2023,Field,6n,23.57,97930,2.127,1_1_3,Included,Included,Included,NA,1.78,C,1,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,0.005774,0.994156,1e-05,1e-05,1e-05,-813.585937151267,-29.1037586474213,-15.5631363699634,-0.547593822282707,-0.932443148593729,0.951290857566873,0.366261266131261,0.674638606079763,0.497594236944826,-0.657620893701979,-0.461599890649085,-1.13845900327171,-0.624157780674906,0.8796630542027,-0.129773521027916
PLSM082283,ERR13762879,Europe,Poland,Smolice,tritici,51.6987,17.1794,2022,Field,6n,33.77,99691,2.259,1_1_3,Included,Included,Included,NA,1.559,C,NA,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.010986,0.948785,0.034116,1e-05,0.006062,-910.148519675749,-125.105134475568,-96.8932906809286,-0.589928806862547,-0.822129397619257,0.506919718871199,0.0280325435809377,0.934415738362894,0.0680475490198535,-0.749966990103535,0.419315055087467,-0.740128260129612,-0.527259115515677,0.93374590456311,-0.211806138957959
PLSM082285,ERR13762880,Europe,Poland,Smolice,tritici,51.6987,17.1794,2022,Field,6n,33.69,97227,2.23,1_1_3,Included,Included,Included,NA,1.719,NA,5,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-910.148519675749,-125.105134475568,-96.8932906809286,-0.589928806862547,-0.822129397619257,0.506919718871199,0.0280325435809377,0.934415738362894,0.0680475490198535,-0.749966990103535,0.419315055087467,-0.740128260129612,-0.527259115515677,0.93374590456311,-0.211806138957959
PLSM082286,ERR13762881,Europe,Poland,Smolice,tritici,51.6987,17.1794,2022,Field,6n,29.17,98275,2.221,1_1_3,Included,Included,Included,NA,1.905,C,4,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-910.148519675749,-125.105134475568,-96.8932906809286,-0.589928806862547,-0.822129397619257,0.506919718871199,0.0280325435809377,0.934415738362894,0.0680475490198535,-0.749966990103535,0.419315055087467,-0.740128260129612,-0.527259115515677,0.93374590456311,-0.211806138957959
PLSM092311,ERR13762878,Europe,Poland,Smolice,tritici,51.70576312,17.1658711553491,2023,Field,6n,32.79,108457,2.127,1_2_1,Included,Included,Included,NA,2.123,C,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.011886,0.97016,1e-05,1e-05,0.017894,-910.148519675749,-125.105134475568,-96.8932906809286,-0.589928806862547,-0.806370290337189,0.498707521236167,0.0038733491130571,0.934415738362894,0.0905987501359145,-0.732652097028244,0.452500207152886,-0.734317925140507,-0.530295105024583,0.952364590752758,-0.144964746570516
PLST082289,ERR13762887,Europe,Poland,Strzelce,tritici,52.3056,19.425,2022,Field,6n,29.01,97144,2.249,1_2_1,Excluded,Excluded,Excluded,sus_contam,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POL_1,SRR11548135,Europe,Poland,Poland,tritici,51.8503,16.5819,2017,NA,NA,46.11,111496,2.059,1_1_3,Included,Included,Included,NA,1.893,C,4,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,0.002526,1e-05,1e-05,1e-05,1e-05,0.997404,1e-05,1e-05,1e-05,-950.179609310954,-140.471530253254,-103.209484064325,-0.632263791442386,-0.806370290337189,0.443047070598721,-0.0444450398227032,0.934415738362894,-0.0511516568793263,-0.61260217170622,0.588257647420505,-0.750457744554691,-0.501706203815724,0.972756485150946,-0.0857189669543751
POL_3,SRR11548134,Europe,Poland,Poland,tritici,51.865278,17.161111,2018,NA,NA,35.73,112545,2.056,1_1_3,Included,Included,Included,NA,1.908,C,4,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.948089,0.051841,1e-05,1e-05,-950.179609310954,-140.471530253254,-103.209484064325,-0.632263791442386,-0.806370290337189,0.437572272175365,-0.0202858453548235,0.874467169374478,0.0444224811839799,-0.717645856362991,0.570156655384822,-0.654910013622714,-0.560907999239378,0.988715359027788,0.0145431216267881
POL_5,SRR11548133,Europe,Poland,Poland,tritici,50.156667,18.132778,2018,NA,NA,48.93,111837,2.031,1_1_3,Included,Included,Included,NA,1.979,C,NA,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,0.009838,0.990092,1e-05,1e-05,1e-05,-804.841173843514,-57.1437630730145,-37.6322697889806,-0.462923853123028,-0.664538324798582,0.488670390793348,0.100510126984578,0.854484313045013,0.444974767674017,-0.708411246722835,-0.0271760817927026,-1.20624624481129,-0.604929847118506,0.911580801956385,-0.309029982430602
POL_6,SRR11548132,Europe,Poland,Poland,tritici,54.0586,18.8646,2018,NA,NA,41.91,107474,2.162,1_1_3,Included,Included,Included,NA,2.084,A,1,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.95777,0.04216,1e-05,1e-05,-1158.83012664833,-185.412892519804,-157.668298698975,-0.843938714341584,-0.979720470439931,0.300702311591482,-0.286036984501506,0.714604318738715,-0.109140459749198,-0.822689541019761,0.0995308624570754,-0.0848515919136862,-0.760271310324162,0.976302901568022,0.148225906401673
PTOD042301,ERR13762883,Europe,Portugal,Odemira (São Martinho das Amoreiras),tritici,37.654722,-8.394167,2023,Pot,6n,22.23,96806,2.522,1_2_1,Included,Included,Included,NA,2.044,B/C,NA,4,NA,S_EUR_ME,S_EUR2,S_EUR2,S_EUR2,S_EUR2,S_EUR2,SPAIN,SPAIN_N,SPAIN_N1,SPAIN_N1,0.732879,1e-05,1e-05,1e-05,1e-05,0.267051,1e-05,1e-05,1e-05,138.128846110963,-360.588890759372,273.541431776181,0.637785745952799,1.49446162720519,-1.84450620395991,-0.575947318116068,-0.484367061029576,1.14084040211247,1.57022868198556,0.0934971984451808,1.73894800188927,-0.405313536907979,-0.718884145794311,0.875885609892235
ROGT052201,ERR13762886,Europe,Romania,Gottlob,tritici,45.9407,20.6845,2022,Field,6n,40.82,97903,2.419,1_1_3,Included,Included,Included,NA,1.984,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1e-05,1e-05,1e-05,1e-05,0.006798,0.81134,0.181802,1e-05,1e-05,-553.193368232939,118.303083204033,130.515605742348,0.0874309464148855,-0.491187768969085,1.27430396454484,0.921922738892507,1.27412429596391,-0.30887966963431,-0.620682455141357,0.733065583705966,-0.0448248397665056,0.144706562455372,0.262586597631475,0.745241070225871
ROGT052209,ERR13762890,Europe,Romania,Gottlob,tritici,45.9407,20.6845,2022,Field,6n,43.75,101090,2.431,1_1_3,Included,Included,Included,NA,1.991,B,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,1e-05,1e-05,1e-05,1e-05,0.022078,0.795676,0.182186,1e-05,1e-05,-553.193368232939,118.303083204033,130.515605742348,0.0874309464148855,-0.491187768969085,1.27430396454484,0.921922738892507,1.27412429596391,-0.30887966963431,-0.620682455141357,0.733065583705966,-0.0448248397665056,0.144706562455372,0.262586597631475,0.745241070225871
ROLV052202,ERR13762885,Europe,Romania,Lovrin,tritici,45.96114,20.76975,2022,Field,6n,32.95,100099,2.24,1_1_3,Included,Included,Included,NA,1.973,B/C,NA,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.031731,0.00048,1e-05,1e-05,0.007734,0.747443,0.098987,0.113595,1e-05,-553.193368232939,118.303083204034,130.515605742348,0.0874309464148855,-0.491187768969085,1.26882916612148,0.897763544424626,1.27412429596391,-0.306731936194685,-0.61260217170622,0.693846767628653,-0.0525719530853149,0.134080599174203,0.266133014048551,0.731568967237531
ROLV052206,ERR13762888,Europe,Romania,Lovrin,tritici,45.96114,20.76975,2022,Field,6n,37.67,109963,2.142,1_1_3,Included,Included,Included,NA,2.158,A/C,NA,NA,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR1,0.059702,1e-05,1e-05,1e-05,0.026647,0.66836,0.245241,1e-05,1e-05,-553.193368232938,118.303083204034,130.515605742348,0.0874309464148855,-0.491187768969085,1.26882916612148,0.897763544424626,1.27412429596391,-0.306731936194685,-0.61260217170622,0.693846767628653,-0.0525719530853149,0.134080599174203,0.266133014048551,0.731568967237531
ROLV052209,ERR13762891,Europe,Romania,Lovrin,tritici,45.96114,20.76975,2022,Field,6n,36.39,107348,2.166,1_1_3,Included,Included,Included,NA,2.1,A/C,NA,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.983698,0.009582,1e-05,0.00666,-553.193368232938,118.303083204034,130.515605742348,0.0874309464148855,-0.491187768969085,1.26882916612148,0.897763544424626,1.27412429596391,-0.306731936194685,-0.61260217170622,0.693846767628653,-0.0525719530853149,0.134080599174203,0.266133014048551,0.731568967237531
RUS_C1,SRR11548131,Europe,Russia,Russia,tritici,57.6852778,62.3697222,2018,NA,NA,36.67,106051,2.422,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS_K2,SRR11548130,Europe,Russia,Russia,tritici,55.2544444,67.6913889,2018,NA,NA,34.28,114475,2.299,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS_O1a,SRR11548129,Europe,Russia,Russia,tritici,54.983333,73.366667,2018,NA,NA,43.4,111590,2.437,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RUS_O1b,SRR11548128,Europe,Russia,Russia,tritici,54.983333,73.366667,2018,NA,NA,53.41,118950,2.342,1_1_3,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEAB072243,ERR13762892,Europe,Sweden,St. Aby,tritici,58.241124,14.713719,2022,Field,6n,29.85,99561,2.204,1_1_3,Included,Included,Included,NA,1.722,C,1,4,V,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,0.001373,0.009942,1e-05,1e-05,0.009692,0.978944,1e-05,1e-05,1e-05,-1470.00303703071,-322.425954118948,-255.169883772166,-1.90231332883757,-2.24045036804897,0.105434501158476,-0.745061679391231,0.434844330126107,0.0583827485415416,-0.590669973810851,1.05888344034825,0.588501674046131,-0.894613846093224,1.07826237355896,0.260640975416916
SEAB072246,ERR13762894,Europe,Sweden,St. Aby,tritici,58.241124,14.713719,2022,Field,6n,31.52,99070,2.181,1_1_3,Included,Included,Included,NA,2.027,C,4,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR1,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-1470.00303703071,-322.425954118948,-255.169883772166,-1.90231332883757,-2.24045036804897,0.105434501158476,-0.745061679391231,0.434844330126107,0.0583827485415416,-0.590669973810851,1.05888344034825,0.588501674046131,-0.894613846093224,1.07826237355896,0.260640975416916
SEUP072201,ERR13762896,Europe,Sweden,Uppsala,tritici,59.73003,17.797,2022,Field,NA,27.2,93492,2.402,1_1_3,Included,Included,Included,NA,1.602,C,2,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.877387,0.006716,0.115837,1e-05,-1576.32497213745,-354.970519332799,-274.292322458512,-0.928608683501263,-1.32642120637217,0.561667703104752,0.172987710388219,0.434844330126107,-0.15424286198132,-0.534107989764898,1.43598744109164,0.766685280378737,-0.771150272731073,1.01088046163451,-0.056855638423434
SEUP072203,ERR13762898,Europe,Sweden,Uppsala,tritici,59.73003,17.797,2022,Field,NA,33.17,92837,2.447,1_1_3,Included,Included,Included,NA,1.68,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.901467,0.098463,1e-05,1e-05,-1576.32497213745,-354.970519332799,-274.292322458512,-0.928608683501263,-1.32642120637217,0.561667703104752,0.172987710388219,0.434844330126107,-0.15424286198132,-0.534107989764898,1.43598744109164,0.766685280378737,-0.771150272731073,1.01088046163451,-0.056855638423434
SEUP072204,ERR13762895,Europe,Sweden,Uppsala,tritici,59.73003,17.797,2022,Field,NA,33.58,88610,2.447,1_1_3,Included,Included,Included,NA,1.794,A,5,NA,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR2,N_EUR2,E_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-1576.32497213745,-354.970519332799,-274.292322458512,-0.928608683501263,-1.32642120637217,0.561667703104752,0.172987710388219,0.434844330126107,-0.15424286198132,-0.534107989764898,1.43598744109164,0.766685280378737,-0.771150272731073,1.01088046163451,-0.056855638423434
TRSA062307,ERR13762897,Asia,Turkey,Sakarya,tritici,40.73,30.37,2023,Field,6n,23.89,90533,2.582,1_1_3,Included,Included,Included,NA,2.108,A/C,3,4,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,0.021551,0.037476,0.001973,1e-05,0.03085,0.125642,0.782478,1e-05,1e-05,286.913747461296,657.115085896575,-105.165937124427,0.214435900154404,0.328286561151933,0.0388244536743202,0.0280325435809377,-1.22373274522003,0.414906499519269,1.04154728008666,-1.33648117237374,0.194690080340005,-0.390639587614937,0.368979090143755,0.843984036252774
TRSA062309,ERR13762900,Asia,Turkey,Sakarya,tritici,40.73,30.37,2023,Field,6n,26.64,100773,2.36,1_1_3,Included,Included,Included,NA,1.889,A,NA,4,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,0.072938,1e-05,1e-05,1e-05,0.018453,0.201047,0.701197,0.006325,1e-05,286.913747461296,657.115085896575,-105.165937124427,0.214435900154404,0.328286561151933,0.0388244536743202,0.0280325435809377,-1.22373274522003,0.414906499519269,1.04154728008666,-1.33648117237374,0.194690080340005,-0.390639587614937,0.368979090143755,0.843984036252774
TRSA062310,ERR13762902,Asia,Turkey,Sakarya,tritici,40.73,30.37,2023,Field,6n,24.81,106306,2.238,1_1_3,Included,Included,Included,NA,2.07,A,NA,4,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR11,0.011522,0.006066,1e-05,1e-05,0.078267,0.159954,0.744151,1e-05,1e-05,286.913747461297,657.115085896575,-105.165937124427,0.214435900154404,0.328286561151933,0.0388244536743202,0.0280325435809377,-1.22373274522003,0.414906499519269,1.04154728008666,-1.33648117237374,0.194690080340005,-0.390639587614937,0.368979090143755,0.843984036252774
TUR_1a,SRR11548127,Asia,Turkey,Turkey,tritici,40.783333,30.4,2018,NA,NA,33.44,102882,2.472,1_2_1,Included,Included,Included,NA,1.934,C,2,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR1,TUR3,TUR3,TUR5,TUR6,TUR9,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,145.726855313043,652.015515309248,-117.343284148277,0.172100915574565,0.281009239305731,-0.00223653450084472,-0.0444450398227032,-1.20374988889055,0.465378235350453,1.09349195931253,-1.33044750836185,0.280553919623473,-0.368375664549631,0.306030198740656,0.915382796302996
TUR_1b,SRR11548126,Asia,Turkey,Turkey,tritici,40.783333,30.4,2018,NA,NA,25.51,99226,2.473,1_2_1,Included,Included,Included,NA,1.912,A/B,2,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR2,TUR2,TUR5,TUR6,TUR7,TUR10,1e-05,0.105356,1e-05,1e-05,1e-05,0.126529,0.747371,0.014811,0.005894,145.726855313043,652.015515309248,-117.343284148277,0.172100915574565,0.281009239305731,-0.00223653450084472,-0.0444450398227032,-1.20374988889055,0.465378235350453,1.09349195931253,-1.33044750836185,0.280553919623473,-0.368375664549631,0.306030198740656,0.915382796302996
TUR_1c,SRR11548124,Asia,Turkey,Turkey,tritici,40.783333,30.4,2018,NA,NA,32.95,108484,2.329,1_2_1,Included,Included,Included,NA,1.825,B/C,NA,NA,NA,S_EUR_ME,S_EUR2,TUR+,TUR,TUR1,TUR3,TUR3,TUR5,TUR6,TUR9,1e-05,1e-05,1e-05,1e-05,1e-05,0.00357,0.99636,1e-05,1e-05,145.726855313042,652.015515309248,-117.343284148277,0.172100915574565,0.281009239305731,-0.00223653450084472,-0.0444450398227032,-1.20374988889055,0.465378235350453,1.09349195931253,-1.33044750836185,0.280553919623473,-0.368375664549631,0.306030198740656,0.915382796302996
UKCA042302,ERR13762899,Europe,United Kingdom,Cambridgeshire,tritici,52.241737,0.094761,2023,Field,6n,24.13,99428,2.131,1_1_3,Included,Included,Included,NA,2.479,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376912,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
UKCA042310,ERR13762901,Europe,United Kingdom,Cambridgeshire,tritici,52.241737,0.094761,2023,Field,6n,20.42,97660,2.06,1_1_3,Included,Included,Included,NA,1.797,C,1,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376912,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
UKCA042316,ERR13762906,Europe,United Kingdom,Cambridgeshire,tritici,52.088238,0.177811,2023,Field,6n,21.97,98989,2.066,1_2_1,Included,Included,Included,NA,1.788,C,NA,4,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376912,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76329669401347,-1.73558865257432,-1.18376703256108,-0.579494083027043,-0.29631679153089,-0.340926610411201,-0.922185423121623,-1.09498915368098,0.96921006873387,-1.72485220300097
UKCA042327,ERR13762904,Europe,United Kingdom,Cambridgeshire,tritici,52.088238,0.177811,2023,Field,6n,22.14,96381,2.138,1_1_3,Included,Included,Included,NA,1.92,C,1,0,NA,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376913,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76329669401347,-1.73558865257432,-1.18376703256108,-0.579494083027043,-0.29631679153089,-0.340926610411201,-0.922185423121623,-1.09498915368098,0.96921006873387,-1.72485220300097
UKCA092201,ERR13762909,Europe,United Kingdom,Cambridgeshire,tritici,52.2427,0.0953,2022,Field,6n,27.46,92979,2.24,1_2_1,Included,Included,Included,NA,1.526,C,1,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376913,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
UKCA092202,ERR13762910,Europe,United Kingdom,Cambridgeshire,tritici,52.2427,0.0953,2022,Field,6n,33.61,97214,2.203,1_1_3,Included,Included,Included,NA,1.687,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376913,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
UKCA092203,ERR13762908,Europe,United Kingdom,Cambridgeshire,tritici,52.2427,0.0953,2022,Field,6n,33.86,97055,2.224,1_2_1,Included,Included,Included,NA,1.648,C,4,4,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376913,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
UKCA092204,ERR13762911,Europe,United Kingdom,Cambridgeshire,tritici,52.2427,0.0953,2022,Field,6n,29.24,93875,2.257,1_1_3,Included,Included,Included,NA,1.887,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.99992,1e-05,1e-05,1e-05,-952.577688376913,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
UKCA092205,ERR13762913,Europe,United Kingdom,Cambridgeshire,tritici,52.2427,0.0953,2022,Field,6n,33.72,97161,2.193,1_2_1,Included,Included,Included,NA,1.89,C,1,0,A,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR,N_EUR_TUR,N_EUR1,N_EUR1,N_EUR2,1e-05,1e-05,1e-05,1e-05,1e-05,0.999912,1.8e-05,1e-05,1e-05,-952.577688376913,-197.861616892071,-128.343055178637,-0.801603729761744,0.375563882998136,-1.76420916041736,-1.71142945810644,0.135101485184034,-0.551573548311919,-0.347107144551746,-0.437465234601508,-1.02483467459584,-1.08765217903446,1.00024121238328,-1.79625096305119
USA_1,SRR11548123,North America,USA,USA,tritici,30.9288,-83.78985,2014,NA,NA,25.94,92571,2.444,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_US_07_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA_2,SRR11548122,North America,USA,USA,tritici,45.347957,-83.786889,2014,NA,NA,25.88,134038,1.625,1_2_1,Included,Excluded,Excluded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.999919,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA_3,SRR11548121,North America,USA,USA,tritici,35.22939,-78.13767,2014,NA,NA,21.91,144712,1.475,1_1_3,Excluded,Excluded,Excluded,clone_NCSU_US_07_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA_4,SRR11548120,North America,USA,USA,tritici,35.22999,-78.13683,2014,NA,NA,33.07,102648,2.324,1_2_1,Excluded,Excluded,Excluded,clone_NCSU_US_06_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
